,tags,counts,Percentile Rank
1226,finless foods,1,0.03484848484848485
1227,meat alternatives,1,0.03484848484848485
1228,alternative meat,1,0.03484848484848485
1229,meatless mondays,1,0.03484848484848485
1230,just meat,1,0.03484848484848485
1231,lab meat,1,0.03484848484848485
1232,fois gras,1,0.03484848484848485
1233,meat from lab,1,0.03484848484848485
1234,grown meat,1,0.03484848484848485
1235,vegetarian meat,1,0.03484848484848485
1236,slaughter free meat,1,0.03484848484848485
1237,food startup,1,0.03484848484848485
1238,meatfree burger,1,0.03484848484848485
1239,lab burger,1,0.03484848484848485
1240,meat free burger,1,0.03484848484848485
1241,LEGO,8,0.6358225108225108
1242,CRANE,8,0.6358225108225108
1243,Liebherr,8,0.6358225108225108
1244,LR11000,8,0.6358225108225108
1245,Scale model,8,0.6358225108225108
1246,Technic,8,0.6358225108225108
1247,model,24,0.9445887445887445
1248,RC,8,0.6358225108225108
1249,Mindstorms,8,0.6358225108225108
1250,EV3,8,0.6358225108225108
1251,Remote control,8,0.6358225108225108
1252,Lugpol,8,0.6358225108225108
1253,glass,3,0.19015151515151515
1254,glass making,3,0.19015151515151515
1255,melting,3,0.19015151515151515
1256,glass batch,3,0.19015151515151515
1257,photochromic,3,0.19015151515151515
1258,applied science,3,0.19015151515151515
1259,krasnow,3,0.19015151515151515
1260,phototropic,3,0.19015151515151515
1261,how to make glass,3,0.19015151515151515
1262,home,11,0.7570346320346321
1263,borate,3,0.19015151515151515
1264,silicate,3,0.19015151515151515
1265,borosilicate,3,0.19015151515151515
1266,Damascus steel,3,0.19015151515151515
1267,Damascus,3,0.19015151515151515
1268,blacksmithing,3,0.19015151515151515
1269,forging,3,0.19015151515151515
1270,blacksmith,3,0.19015151515151515
1271,blade,3,0.19015151515151515
1272,knife,17,0.9110389610389611
1273,handmade,3,0.19015151515151515
1274,custom,3,0.19015151515151515
1275,hardening,3,0.19015151515151515
1276,knife making,8,0.6358225108225108
1277,process,3,0.19015151515151515
1278,Maglite,3,0.19015151515151515
1279,flashlight,3,0.19015151515151515
1280,Damascus Tesla.,3,0.19015151515151515
1281,shurap,3,0.19015151515151515
1282,Dmitry Shevchenko,3,0.19015151515151515
1283,washing dishes by hand dishwasher,3,0.19015151515151515
1284,how much water does a dishwasher use,3,0.19015151515151515
1285,washing dishes by hand vs. dishwasher,3,0.19015151515151515
1286,dishwasher vs hand washing water usage,3,0.19015151515151515
1287,dishwasher vs hand washing which cleans better,3,0.19015151515151515
1288,dishwasher vs hand washing water use,3,0.19015151515151515
1289,dishwasher vs hand washing,3,0.19015151515151515
1290,dishwasher vs hand washing germs,3,0.19015151515151515
1291,washing dishes,3,0.19015151515151515
1292,washing dishes by hand,3,0.19015151515151515
1293,how to wash dishes by hand,3,0.19015151515151515
1294,dishes,3,0.19015151515151515
1295,dishwashers,3,0.19015151515151515
1296,dishwasher,3,0.19015151515151515
1297,dishwashing,3,0.19015151515151515
1298,how to wash dishes,3,0.19015151515151515
1299,washing the dishes,3,0.19015151515151515
1300,hand washing dishes,3,0.19015151515151515
1301,Pizza kit,5,0.379004329004329
1302,Paolo Nespoli,5,0.379004329004329
1303,international space station,15,0.8711038961038962
1304,Expedition 53,5,0.379004329004329
1305,pizza in space,5,0.379004329004329
1306,Robots,3,0.19015151515151515
1307,Boston Dynamics,55,0.9902597402597403
1308,SpotMini,19,0.9208874458874459
1309,Legged Locomotion,20,0.9262987012987013
1310,Dynamic robot,3,0.19015151515151515
1311,Zero Mass Water,5,0.379004329004329
1312,water,13,0.8208874458874459
1313,scarcity,5,0.379004329004329
1314,clean energy,17,0.9110389610389611
1315,solar panels,5,0.379004329004329
1316,global warming,5,0.379004329004329
1317,sustainable energy,5,0.379004329004329
1318,green energy,17,0.9110389610389611
1319,green tech,5,0.379004329004329
1320,Lauren Goode,5,0.379004329004329
1321,next level,5,0.379004329004329
1322,next level with lauren goode,5,0.379004329004329
1323,Cody Friesen,5,0.379004329004329
1324,Ashok Gadgil,5,0.379004329004329
1325,UC Berkeley,5,0.379004329004329
1326,numberphile,49,0.9858225108225108
1327,prime numbers,5,0.379004329004329
1328,proth prime,5,0.379004329004329
1329,metalworking,5,0.379004329004329
1330,JohnnyQ90,5,0.379004329004329
1331,v-8,5,0.379004329004329
1332,compressor,5,0.379004329004329
1333,radial,5,0.379004329004329
1334,steampunk,5,0.379004329004329
1335,Mechanics,5,0.379004329004329
1336,crankshaft,5,0.379004329004329
1337,jet,11,0.7570346320346321
1338,turbine,5,0.379004329004329
1339,micro,12,0.7867965367965368
1340,Rotary Air Engine,5,0.379004329004329
1341,Inline-four Engine,5,0.379004329004329
1342,drill press,5,0.379004329004329
1343,home made,5,0.379004329004329
1344,steam engine,5,0.379004329004329
1345,8V,5,0.379004329004329
1346,band saw,5,0.379004329004329
1347,compressed,8,0.6358225108225108
1348,JEPLANS.COM,5,0.379004329004329
1349,pneumatic,5,0.379004329004329
1350,pressure,18,0.9170995670995671
1351,Machine,5,0.379004329004329
1352,piston,5,0.379004329004329
1353,air cylinders,5,0.379004329004329
1354,air motor,5,0.379004329004329
1355,steam,38,0.9777056277056277
1356,hobby,5,0.379004329004329
1357,cylinder,5,0.379004329004329
1358,vacuum,17,0.9110389610389611
1359,gene,6,0.47153679653679653
1360,gene therapy,6,0.47153679653679653
1361,aav,6,0.47153679653679653
1362,genetic engineering,6,0.47153679653679653
1363,diybio,6,0.47153679653679653
1364,virus,6,0.47153679653679653
1365,lacz,6,0.47153679653679653
1366,lactose,6,0.47153679653679653
1367,lactose intolerance,6,0.47153679653679653
1368,lactose percistance,6,0.47153679653679653
1369,ecoli,6,0.47153679653679653
1370,laboratory,6,0.47153679653679653
1371,lab,6,0.47153679653679653
1372,lipofectamine,6,0.47153679653679653
1373,cho k1,6,0.47153679653679653
1374,HEK,6,0.47153679653679653
1375,mammalian cell culture,6,0.47153679653679653
1376,techniques,6,0.47153679653679653
1377,Test Fire,6,0.47153679653679653
1378,Kennedy Space Center,6,0.47153679653679653
1379,LC-39 A (Launch Pad),6,0.47153679653679653
1380,Mirrorless Interchangeable-lens Camera (Camera Format),6,0.47153679653679653
1381,Sony A7II,6,0.47153679653679653
1382,Static Fire,6,0.47153679653679653
1383,Static Test Fire,6,0.47153679653679653
1384,Test,14,0.8462121212121212
1385,Falcon 9,6,0.47153679653679653
1386,Nautilus Live,1,0.03484848484848485
1387,Robert Ballard,1,0.03484848484848485
1388,Ocean Exploration,1,0.03484848484848485
1389,E/V Nautilus,1,0.03484848484848485
1390,ROV Hercules,1,0.03484848484848485
1391,ROV Argus,1,0.03484848484848485
1392,Corps of Exploration,1,0.03484848484848485
1393,Biology,1,0.03484848484848485
1394,Geology,1,0.03484848484848485
1395,Marine Biology,1,0.03484848484848485
1396,halitrephes,1,0.03484848484848485
1397,drinking bird toy,5,0.379004329004329
1398,engineering toys,5,0.379004329004329
1399,thermodynamics,5,0.379004329004329
1400,heat engine,5,0.379004329004329
1401,Bill Hammack,5,0.379004329004329
1402,University of Illinois - Urbana,5,0.379004329004329
1403,engineerguy,5,0.379004329004329
1404,earphones,5,0.379004329004329
1405,3d headphones,5,0.379004329004329
1406,3d earphones,5,0.379004329004329
1407,worlds first,5,0.379004329004329
1408,3d earbuds,5,0.379004329004329
1409,techsmartt,18,0.9170995670995671
1410,tech smart,5,0.379004329004329
1411,keaton keller,12,0.7867965367965368
1412,3d bluetooth,5,0.379004329004329
1413,mercedes-benz smart vision eq,5,0.379004329004329
1414,Mercedes-Benz self-driving car,5,0.379004329004329
1415,first ride,5,0.379004329004329
1416,concept car,5,0.379004329004329
1417,mercedes,5,0.379004329004329
1418,ces2018,5,0.379004329004329
1419,ultralight,6,0.47153679653679653
1420,airplane,12,0.7867965367965368
1421,hoverbike,6,0.47153679653679653
1422,part 103,6,0.47153679653679653
1423,ultra light,6,0.47153679653679653
1424,aviation,24,0.9445887445887445
1425,basement,6,0.47153679653679653
1426,petersripol,6,0.47153679653679653
1427,peter sripol,11,0.7570346320346321
1428,biplane,6,0.47153679653679653
1429,flitetest,6,0.47153679653679653
1430,flite test,6,0.47153679653679653
1431,electric vehicle,13,0.8208874458874459
1432,electric,6,0.47153679653679653
1433,Elon,1,0.03484848484848485
1434,Musk,1,0.03484848484848485
1435,Boring,1,0.03484848484848485
1436,Company,1,0.03484848484848485
1437,Flamethrower,1,0.03484848484848485
1438,Tesla,16,0.8965367965367965
1439,Spacex,1,0.03484848484848485
1440,Fire,1,0.03484848484848485
1441,Torch,1,0.03484848484848485
1442,Propane,1,0.03484848484848485
1443,Airsoft,1,0.03484848484848485
1444,How To,1,0.03484848484848485
1445,Tutorial,1,0.03484848484848485
1446,Jason,1,0.03484848484848485
1447,Salerno,1,0.03484848484848485
1448,So I Had This Idea,1,0.03484848484848485
1449,Maker,1,0.03484848484848485
1450,Making,1,0.03484848484848485
1451,Hack,1,0.03484848484848485
1452,Hacked,1,0.03484848484848485
1453,Replica,1,0.03484848484848485
1454,United Launch Alliance,13,0.8208874458874459
1455,Rockets,13,0.8208874458874459
1456,Rocket Science,7,0.5646103896103896
1457,STEM,13,0.8208874458874459
1458,The Lab,7,0.5646103896103896
1459,AsapSCIENCE,40,0.9797619047619047
1460,DNA test,7,0.5646103896103896
1461,compatability test,7,0.5646103896103896
1462,are we meant to be together,7,0.5646103896103896
1463,should this couple break up,7,0.5646103896103896
1464,ios 11 compatibility,7,0.5646103896103896
1465,best science videos,18,0.9170995670995671
1466,funny science,7,0.5646103896103896
1467,gregory brown,7,0.5646103896103896
1468,mitchell moffit,7,0.5646103896103896
1469,break ups,7,0.5646103896103896
1470,couple breaks up,7,0.5646103896103896
1471,live therapy session,7,0.5646103896103896
1472,where should we begin,7,0.5646103896103896
1473,relationship science,7,0.5646103896103896
1474,Thegn Thrand,5,0.379004329004329
1475,sword launch,5,0.379004329004329
1476,Challenge,5,0.379004329004329
1477,Aircraft,2,0.10313852813852814
1478,Space Launch,2,0.10313852813852814
1479,Stratolaunch,2,0.10313852813852814
1480,Paul Allen,2,0.10313852813852814
1481,Trinitron,4,0.2864718614718615
1482,sony,4,0.2864718614718615
1483,TV,4,0.2864718614718615
1484,CRT,4,0.2864718614718615
1485,aperture grille,4,0.2864718614718615
1486,shadow mask,4,0.2864718614718615
1487,iphone x is it worth it,3,0.19015151515151515
1488,iphone 10 review,9,0.6803030303030303
1489,iphone x vs iphone 6s,3,0.19015151515151515
1490,CNET,16,0.8965367965367965
1491,Samsung Galaxy S9,26,0.9536796536796537
1492,Samsung Galaxy S8,5,0.379004329004329
1493,Samsung Galaxy phone,5,0.379004329004329
1494,New Galaxy phone,5,0.379004329004329
1495,Galaxy S9,26,0.9536796536796537
1496,S9,11,0.7570346320346321
1497,Samsung flagship phone,5,0.379004329004329
1498,Samsung's new phone,5,0.379004329004329
1499,Unpacked event,5,0.379004329004329
1500,Samsung Unpacked 2018,5,0.379004329004329
1501,Mobile World Congress,5,0.379004329004329
1502,Super AMOLED screen,5,0.379004329004329
1503,Quad HD+ resolution,5,0.379004329004329
1504,Galaxy Note 8,5,0.379004329004329
1505,Galaxy Unpacked 2018,5,0.379004329004329
1506,Galaxy S9 camera,10,0.7248917748917749
1507,Galaxy S9 phone,5,0.379004329004329
1508,Samsung Galaxy handset,5,0.379004329004329
1509,Galaxy S phone,5,0.379004329004329
1510,Samsung eye-tracking software,5,0.379004329004329
1511,octacore processor,5,0.379004329004329
1512,Exynos 5,5,0.379004329004329
1513,Samsung Galaxy S8+,5,0.379004329004329
1514,Samsung Galaxy S8 Plus,5,0.379004329004329
1515,tested,20,0.9262987012987013
1516,testedcom,20,0.9262987012987013
1517,vr,16,0.8965367965367965
1518,headset,6,0.47153679653679653
1519,oculus,6,0.47153679653679653
1520,htc,6,0.47153679653679653
1521,htc vive,6,0.47153679653679653
1522,htc vive pro,6,0.47153679653679653
1523,deluxe audio headstrap,6,0.47153679653679653
1524,pixel,39,0.9787878787878788
1525,hands-on,6,0.47153679653679653
1526,unboxing,209,0.9997835497835498
1527,test,93,0.9978354978354979
1528,vive pro,6,0.47153679653679653
1529,steamvr,6,0.47153679653679653
1530,infinadeck,6,0.47153679653679653
1531,ready player one,6,0.47153679653679653
1532,treadmill,6,0.47153679653679653
1533,defector,6,0.47153679653679653
1534,Time Travel,6,0.47153679653679653
1535,Wormholes,6,0.47153679653679653
1536,Outer Space,6,0.47153679653679653
1537,Space,11,0.7570346320346321
1538,Space Exploration,6,0.47153679653679653
1539,Brian Greene,6,0.47153679653679653
1540,World Science Festival,6,0.47153679653679653
1541,Albert einstein,6,0.47153679653679653
1542,Techmoan,4,0.2864718614718615
1543,4K,25,0.95
1544,Denon DP-47F,4,0.2864718614718615
1545,Denon,4,0.2864718614718615
1546,DP—47F,4,0.2864718614718615
1547,DP47F,4,0.2864718614718615
1548,Turntable,4,0.2864718614718615
1549,Record,4,0.2864718614718615
1550,Player,4,0.2864718614718615
1551,Vinyl,4,0.2864718614718615
1552,Vinil,4,0.2864718614718615
1553,HiFi,4,0.2864718614718615
1554,Hi-Fi,4,0.2864718614718615
1555,Fully,4,0.2864718614718615
1556,Automatic,4,0.2864718614718615
1557,Review,26,0.9536796536796537
1558,Demo,4,0.2864718614718615
1559,Buyers,4,0.2864718614718615
1560,Guide,4,0.2864718614718615
1561,ijustine,21,0.9327922077922078
1562,week with iPhone X,7,0.5646103896103896
1563,iphone,89,0.9974025974025974
1564,iphone x unboxing,19,0.9208874458874459
1565,laser cutter,77,0.9963203463203463
1566,william osman,77,0.9963203463203463
1567,crappy science,77,0.9963203463203463
1568,sandals,6,0.47153679653679653
1569,flip flops,6,0.47153679653679653
1570,laser sandals,6,0.47153679653679653
1571,zip ties,6,0.47153679653679653
1572,make sandals,6,0.47153679653679653
1573,tap dancing,6,0.47153679653679653
1574,zip tie,6,0.47153679653679653
1575,Mcdonalds Gadgets,7,0.5646103896103896
1576,Gadgets put to the Test,13,0.8208874458874459
1577,Mcdonalds,7,0.5646103896103896
1578,McDonald's,7,0.5646103896103896
1579,McDonald's Gadgets,7,0.5646103896103896
1580,Gadgets,47,0.9837662337662337
1581,gadgets review,15,0.8711038961038962
1582,vintage mcdonalds gadgets,7,0.5646103896103896
1583,car gadgets,7,0.5646103896103896
1584,french fries car holder,7,0.5646103896103896
1585,one concept,4,0.2864718614718615
1586,SpaceX Falcon heavy launch date,3,0.19015151515151515
1587,when is falcon heavy,3,0.19015151515151515
1588,where to watch falcon heavy,3,0.19015151515151515
1589,best place to see falcon heavy,3,0.19015151515151515
1590,best place to watch falcon heavy,3,0.19015151515151515
1591,best place to watch a rocket launch,3,0.19015151515151515
1592,live,11,0.7570346320346321
1593,in person,3,0.19015151515151515
1594,rocket launch live in person,3,0.19015151515151515
1595,rocket launch in florida,3,0.19015151515151515
1596,best place to view a rocket,3,0.19015151515151515
1597,best place to see a nasa rocket,3,0.19015151515151515
1598,kennedy space center,3,0.19015151515151515
1599,jetty park,3,0.19015151515151515
1600,causeway,3,0.19015151515151515
1601,saturn v center,3,0.19015151515151515
1602,401,3,0.19015151515151515
1603,air force,3,0.19015151515151515
1604,max brewer bridge,3,0.19015151515151515
1605,exploration tower,3,0.19015151515151515
1606,guide to rockets,3,0.19015151515151515
1607,friden,7,0.5646103896103896
1608,electronic calculator,7,0.5646103896103896
1609,desktop,7,0.5646103896103896
1610,science & technology,15,0.8711038961038962
1611,ott tech support,9,0.6803030303030303
1612,james cameron,9,0.6803030303030303
1613,sci fi,9,0.6803030303030303
1614,science fiction,9,0.6803030303030303
1615,sci-fi,18,0.9170995670995671
1616,tractor beam,9,0.6803030303030303
1617,sci fi movies,9,0.6803030303030303
1618,james cameron interview,9,0.6803030303030303
1619,james cameron director,9,0.6803030303030303
1620,director james camera,9,0.6803030303030303
1621,artificial intelligence,29,0.9630952380952381
1622,james cameron terminator,9,0.6803030303030303
1623,james cameron the terminator,9,0.6803030303030303
1624,james cameron movies,9,0.6803030303030303
1625,cameron,9,0.6803030303030303
1626,james cameron alien,9,0.6803030303030303
1627,grandfather paradox,9,0.6803030303030303
1628,james cameron time travel,9,0.6803030303030303
1629,director james cameron,9,0.6803030303030303
1630,basketball,10,0.7248917748917749
1631,hot hand,10,0.7248917748917749
1632,warriors,10,0.7248917748917749
1633,golden state,10,0.7248917748917749
1634,permutations,10,0.7248917748917749
1635,statistics,10,0.7248917748917749
1636,Google,14,0.8462121212121212
1637,google pixel 2,17,0.9110389610389611
1638,pixel 2 camera,5,0.379004329004329
1639,hasselblad,5,0.379004329004329
1640,expensive,5,0.379004329004329
1641,professional,5,0.379004329004329
1642,hdr+,5,0.379004329004329
1643,portrait mode,5,0.379004329004329
1644,pixel 2 review,5,0.379004329004329
1645,pixel 2 xl review,8,0.6358225108225108
1646,comparison,10,0.7248917748917749
1647,vs,22,0.9377705627705628
1648,cyber monday,13,0.8208874458874459
1649,cyber monday 2017,13,0.8208874458874459
1650,cyber,14,0.8462121212121212
1651,cyber monday deals,5,0.379004329004329
1652,early cyber monday,5,0.379004329004329
1653,early cyber monday deals,5,0.379004329004329
1654,best cyber monday,5,0.379004329004329
1655,best cyber monday deals,5,0.379004329004329
1656,best cyber monday 2017,5,0.379004329004329
1657,best cyber monday 2017 deals,5,0.379004329004329
1658,amazon cyber monday,5,0.379004329004329
1659,walmart cyber monday,5,0.379004329004329
1660,best buy cyber monday,5,0.379004329004329
1661,cyber monday tech deals,5,0.379004329004329
1662,best cyber monday tech,5,0.379004329004329
1663,best cyber monday tech deals,5,0.379004329004329
1664,cyber monday sales,5,0.379004329004329
1665,top cyber monday deals,5,0.379004329004329
1666,bluetooth tech,7,0.5646103896103896
1667,connection,7,0.5646103896103896
1668,Graham Flanagan,7,0.5646103896103896
1669,reliable,7,0.5646103896103896
1670,helpful tips,7,0.5646103896103896
1671,iphone hacks,7,0.5646103896103896
1672,iPhone,7,0.5646103896103896
1673,headphone jack,7,0.5646103896103896
1674,Favorite tech,5,0.379004329004329
1675,favorite tech 2017,5,0.379004329004329
1676,best tech,5,0.379004329004329
1677,best tech 2017,5,0.379004329004329
1678,best smartphone,24,0.9445887445887445
1679,cool tech,5,0.379004329004329
1680,2017,47,0.9837662337662337
1681,top tech under,5,0.379004329004329
1682,cool gadgets,39,0.9787878787878788
1683,gadgets under,5,0.379004329004329
1684,3 cool gadgets,5,0.379004329004329
1685,awesome tech under,5,0.379004329004329
1686,amazon gadgets,5,0.379004329004329
1687,smart tech,5,0.379004329004329
1688,tech under 50,5,0.379004329004329
1689,new tech,5,0.379004329004329
1690,top tech,5,0.379004329004329
1691,futuristic,18,0.9170995670995671
1692,new gadgets,18,0.9170995670995671
1693,top 5,18,0.9170995670995671
1694,gadgets,44,0.982034632034632
1695,products,5,0.379004329004329
1696,Pixel 2,19,0.9208874458874459
1697,iMac Pro,23,0.9404761904761905
1698,peristaltic,7,0.5646103896103896
1699,Peristaltic,5,0.379004329004329
1700,pump,13,0.8208874458874459
1701,how,30,0.9659090909090909
1702,to,42,0.9805194805194806
1703,beginner,15,0.8711038961038962
1704,beginners,15,0.8711038961038962
1705,dosier,5,0.379004329004329
1706,dosierpumpe,5,0.379004329004329
1707,nano,7,0.5646103896103896
1708,drv8825,5,0.379004329004329
1709,nema17,5,0.379004329004329
1710,nema,5,0.379004329004329
1711,print,5,0.379004329004329
1712,fusion,5,0.379004329004329
1713,360,15,0.8711038961038962
1714,prusa,5,0.379004329004329
1715,i3,5,0.379004329004329
1716,mk3,5,0.379004329004329
1717,abs,5,0.379004329004329
1718,filament,5,0.379004329004329
1719,mechanical,10,0.7248917748917749
1720,buy,5,0.379004329004329
1721,compare,5,0.379004329004329
1722,adjustable,5,0.379004329004329
1723,electronic,13,0.8208874458874459
1724,greatscott,15,0.8711038961038962
1725,greatscott!,15,0.8711038961038962
1726,Echo Spot,6,0.47153679653679653
1727,Echo Spot review,6,0.47153679653679653
1728,amazon echo spot review,6,0.47153679653679653
1729,amazon echo,11,0.7570346320346321
1730,echo,6,0.47153679653679653
1731,amazon,50,0.9862554112554113
1732,alexa,14,0.8462121212121212
1733,smart speaker,26,0.9536796536796537
1734,speaker,7,0.5646103896103896
1735,smart alarm,6,0.47153679653679653
1736,new technology,21,0.9327922077922078
1737,dan seifert,26,0.9536796536796537
1738,Technical Difficulties,11,0.7570346320346321
1739,Adam Savage,11,0.7570346320346321
1740,mythbusters,11,0.7570346320346321
1741,electric shock game,11,0.7570346320346321
1742,dinosaurs,54,0.9884199134199134
1743,dinos,54,0.9884199134199134
1744,paleo,54,0.9884199134199134
1745,paleontology,54,0.9884199134199134
1746,scishow,54,0.9884199134199134
1747,eons,54,0.9884199134199134
1748,pbs digital studios,54,0.9884199134199134
1749,hank green,54,0.9884199134199134
1750,john green,54,0.9884199134199134
1751,complexly,54,0.9884199134199134
1752,fossils,54,0.9884199134199134
1753,natural history,54,0.9884199134199134
1754,Nebraska,8,0.6358225108225108
1755,Harrison Formation,4,0.2864718614718615
1756,Miocene Epoch,4,0.2864718614718615
1757,Devil’s Corkscrews,4,0.2864718614718615
1758,Daemonelix,4,0.2864718614718615
1759,trace fossils,4,0.2864718614718615
1760,Erwin Hinckley Barbour,4,0.2864718614718615
1761,rhizome,4,0.2864718614718615
1762,beavers,4,0.2864718614718615
1763,burrows,4,0.2864718614718615
1764,burrowers,4,0.2864718614718615
1765,Palaeocastor,4,0.2864718614718615
1766,Zodiolestes,4,0.2864718614718615
1767,Miocene America,4,0.2864718614718615
1768,spiral burrow,4,0.2864718614718615
1769,non-aquatic beavers,4,0.2864718614718615
1770,Google Clips,9,0.6803030303030303
1771,clips,9,0.6803030303030303
1772,google camera,9,0.6803030303030303
1773,google pixel,12,0.7867965367965368
1774,google ai camera,9,0.6803030303030303
1775,clips camera,9,0.6803030303030303
1776,Dave2D,10,0.7248917748917749
1777,dave lee,7,0.5646103896103896
1778,mug,7,0.5646103896103896
1779,cup,7,0.5646103896103896
1780,coffee cup,7,0.5646103896103896
1781,coffee mug,7,0.5646103896103896
1782,ceramic mug,7,0.5646103896103896
1783,ember,7,0.5646103896103896
1784,starbucks,7,0.5646103896103896
1785,heater,7,0.5646103896103896
1786,phone app,7,0.5646103896103896
1787,hot mug,7,0.5646103896103896
1788,starbucks mug,7,0.5646103896103896
1789,starbucks coffee mug,7,0.5646103896103896
1790,best ceramic mug,7,0.5646103896103896
1791,best coffee mug,7,0.5646103896103896
1792,Crash,9,0.6803030303030303
1793,Landing,9,0.6803030303030303
1794,Ejection,9,0.6803030303030303
1795,Military,9,0.6803030303030303
1796,DogsF-14,9,0.6803030303030303
1797,F-35,9,0.6803030303030303
1798,Takeoff,9,0.6803030303030303
1799,Vertical,9,0.6803030303030303
1800,Army,9,0.6803030303030303
1801,Jf-17,9,0.6803030303030303
1802,Tejas,9,0.6803030303030303
1803,Carrier,9,0.6803030303030303
1804,F-15,9,0.6803030303030303
1805,F-16,9,0.6803030303030303
1806,F-18,9,0.6803030303030303
1807,F-22,9,0.6803030303030303
1808,War,9,0.6803030303030303
1809,Fight,9,0.6803030303030303
1810,Hit,9,0.6803030303030303
1811,Best,9,0.6803030303030303
1812,Great,9,0.6803030303030303
1813,Amazing,9,0.6803030303030303
1814,Funny,9,0.6803030303030303
1815,Top,9,0.6803030303030303
1816,Song,16,0.8965367965367965
1817,Chart,9,0.6803030303030303
1818,Dogfight,9,0.6803030303030303
1819,Bbc,9,0.6803030303030303
1820,News,20,0.9262987012987013
1821,Soccer,9,0.6803030303030303
1822,Worldcup,9,0.6803030303030303
1823,Rugby,9,0.6803030303030303
1824,Aliens,9,0.6803030303030303
1825,Ufo,9,0.6803030303030303
1826,Ufos,9,0.6803030303030303
1827,goal,9,0.6803030303030303
1828,olympics,9,0.6803030303030303
1829,eurocup,9,0.6803030303030303
1830,Samsung Galaxy Note 8,3,0.19015151515151515
1831,Note 8,3,0.19015151515151515
1832,Mobile Phone,3,0.19015151515151515
1833,Samsung Galaxy Note 8 Not Charging,3,0.19015151515151515
1834,Sprint Mobile,3,0.19015151515151515
1835,Sprint Customer Service,3,0.19015151515151515
1836,Sprint,8,0.6358225108225108
1837,Worst Customer Service Sprint,3,0.19015151515151515
1838,Bad mobile carrier,3,0.19015151515151515
1839,Elon Musk,10,0.7248917748917749
1840,Space exploration,5,0.379004329004329
1841,Tesla roadster,8,0.6358225108225108
1842,MinuteEarth,48,0.9848484848484849
1843,Minute Earth,48,0.9848484848484849
1844,MinutePhysics,48,0.9848484848484849
1845,Minute Physics,48,0.9848484848484849
1846,earth,55,0.9902597402597403
1847,earth science,55,0.9902597402597403
1848,Bill Gates,7,0.5646103896103896
1849,Melinda Gates,7,0.5646103896103896
1850,Bill and Melinda Gates,7,0.5646103896103896
1851,Gates Foundation,7,0.5646103896103896
1852,public health,7,0.5646103896103896
1853,hospital,24,0.9445887445887445
1854,emergency,7,0.5646103896103896
1855,healthcare,7,0.5646103896103896
1856,health,39,0.9787878787878788
1857,global development,7,0.5646103896103896
1858,sustainable development,7,0.5646103896103896
1859,Gates Letter,7,0.5646103896103896
1860,Annual Letter,7,0.5646103896103896
1861,Gates Notes,7,0.5646103896103896
1862,adam incognito,9,0.6803030303030303
1863,cosplay,14,0.8462121212121212
1864,silicon valley comic con,9,0.6803030303030303
1865,svcc,9,0.6803030303030303
1866,svcc 2018,9,0.6803030303030303
1867,2018,44,0.982034632034632
1868,makers,9,0.6803030303030303
1869,costume,14,0.8462121212121212
1870,cosplay repair,9,0.6803030303030303
1871,totoro,9,0.6803030303030303
1872,darkseid,9,0.6803030303030303
1873,Falcon Heavy static fire,6,0.47153679653679653
1874,Why does spacex static fire,6,0.47153679653679653
1875,Falcon heavy test,6,0.47153679653679653
1876,why falcon heavy test,6,0.47153679653679653
1877,when is the falcon heavy launch,6,0.47153679653679653
1878,where does falcon heavy launch,6,0.47153679653679653
1879,falcon heavy static,6,0.47153679653679653
1880,FH static fire,6,0.47153679653679653
1881,SpaceX falcon heavy static fire,6,0.47153679653679653
1882,Falcon Heavy test fire,6,0.47153679653679653
1883,why test fire falcon,6,0.47153679653679653
1884,why does space test,6,0.47153679653679653
1885,elon musks rocket test,6,0.47153679653679653
1886,falcon heavy fail,6,0.47153679653679653
1887,guy with space suit,6,0.47153679653679653
1888,falcon heavy launch test,6,0.47153679653679653
1889,falcon heavy launch date,6,0.47153679653679653
1890,falcon heavy hold down test,6,0.47153679653679653
1891,spacex hold-down,6,0.47153679653679653
1892,shitty robot,47,0.9837662337662337
1893,gravy,5,0.379004329004329
1894,gravy train,5,0.379004329004329
1895,sufficiently advanced,12,0.7867965367965368
1896,allen pan,12,0.7867965367965368
1897,train,5,0.379004329004329
1898,gravy boat,5,0.379004329004329
1899,vsauce,13,0.8208874458874459
1900,vsauce2,5,0.379004329004329
1901,vsause,5,0.379004329004329
1902,vsause2,5,0.379004329004329
1903,Jet Propulsion Laboratory,16,0.8965367965367965
1904,JPL,16,0.8965367965367965
1905,space,59,0.9913419913419913
1906,nasajpl,8,0.6358225108225108
1907,solar system,16,0.8965367965367965
1908,mars,21,0.9327922077922078
1909,atlasv,8,0.6358225108225108
1910,nasatv,8,0.6358225108225108
1911,television,8,0.6358225108225108
1912,broadcast,8,0.6358225108225108
1913,liftoff,8,0.6358225108225108
1914,insight,8,0.6358225108225108
1915,spacecraft,9,0.6803030303030303
1916,marco,8,0.6358225108225108
1917,KUKA,7,0.5646103896103896
1918,lbr iiwa,7,0.5646103896103896
1919,robot arm,7,0.5646103896103896
1920,industrial robot arm,7,0.5646103896103896
1921,holiday cards,7,0.5646103896103896
1922,patreon,7,0.5646103896103896
1923,christmas cards,7,0.5646103896103896
1924,how to make nice christmas cards,7,0.5646103896103896
1925,compress,3,0.19015151515151515
1926,compressed air,3,0.19015151515151515
1927,air engine,3,0.19015151515151515
